 52
  0.132391  0.074904  3.101726 -4.726700  0   1
 -0.919432  0.293185  4.557400  0.840186  1   0
 -0.274693  0.710795  4.014825 -0.383926  1   0
  0.411027 -1.244354 -0.249146 -0.243143  0   1
 -0.509667 -0.623521  2.424923 -0.021660  1   0
 -0.606717 -0.702822 -0.851354 -5.766006  0   1
 -0.900898  0.301547 -0.142515 -0.890175  0   1
  0.411027 -1.244354  2.568465  1.473602  1   0
  0.597243 -0.085956  2.760376  0.043252  1   0
  0.791878  0.162295  4.650687 -0.542952  1   0
  1.714869 -0.649774 -0.383883 -3.236631  0   1
  0.991999 -1.612071  1.864764 -0.190782  1   0
  0.132391  0.074904  8.372346 -0.922960  1   0
 -0.274693  0.710795  0.585910 -3.718260  0   1
 -1.168298 -0.989343  3.610034  0.741939  1   0
 -0.919432  0.293185  0.899165 -1.428156  0   1
 -0.509667 -0.623521 -0.332021 -3.040522  0   1
  0.597243 -0.085956 -0.138347 -2.919083  0   1
  0.200995  0.680611  3.935056  1.473092  1   0
  1.714869 -0.649774  2.335095 -0.126485  1   0
  1.145033 -1.165481  5.024583  1.288643  1   0
 -0.349307 -0.405332  0.148464 -2.755256  0   1
  0.556412  0.955095  0.382829  0.677456  1   0
 -1.634256 -0.315306  2.262033  0.546035  1   0
  0.468662  1.287564 -1.063071 -1.744838  0   1
 -1.537343  0.979198  6.584537  0.943684  1   0
  1.761705 -0.719014  0.220303 -5.581338  0   1
 -0.606717 -0.702822  1.525413 -1.478493  1   0
  0.606334 -0.193069  3.567488  1.653518  1   0
  0.791878  0.162295  0.953025 -4.015769  0   1
  1.761705 -0.719014  3.381575 -1.379784  1   0
  1.377278 -1.175093  1.100330  0.276554  0   1
  1.101575 -0.321841  3.397049  0.854689  1   0
 -1.634256 -0.315306 -0.426065 -1.978463  0   1
 -1.116022  0.413083  3.302706  1.251213  1   0
 -0.121076  1.313226  2.759864 -0.463667  1   0
  0.991999 -1.612071 -0.655429 -3.356919  0   1
 -0.073027 -2.736570  0.543085  1.702466  1   0
  0.560333  0.537933  2.232931 -1.496010  1   0
 -0.751722  0.780359  1.439503 -2.551983  0   1
  1.686460 -1.180070  1.819690 -1.984158  1   0
 -0.665853 -1.091440  3.036009  0.254609  1   0
  0.462124  1.113472  4.208218  0.862123  1   0
 -0.576753  2.427943  0.773216 -6.239200  0   1
  0.279954 -0.230029 -0.711847 -2.542649  0   1
 -0.428274  1.463507  0.284074 -2.150582  0   1
 -1.168298 -0.989343  0.352203 -1.611960  0   1
  0.200995  0.680611  0.539855 -0.244098  0   1
  1.145033 -1.165481  1.168894 -0.589170  0   1
  0.556412  0.955095 -1.511024 -1.732596  0   1
 -1.537343  0.979198  2.069533 -1.234530  0   1
  0.606334 -0.193069  0.327640  0.093448  0   1
